factor_id,shushi,group_id,term_index,kind,expression,expected,basis
疾厄宫武曲,ziwei,1,1,condition,"宫含[疾厄宫,武曲,任意]",1,疾厄宫坐武曲（《紫微斗数全书》疾厄宫论）
疾厄宫天同,ziwei,1,1,condition,"宫含[疾厄宫,天同,任意]",1,疾厄宫坐天同（《紫微斗数全书》疾厄宫论）
疾厄宫廉贞,ziwei,1,1,condition,"宫含[疾厄宫,廉贞,任意]",1,疾厄宫坐廉贞（《紫微斗数全书》疾厄宫论）
疾厄宫天府,ziwei,1,1,condition,"宫含[疾厄宫,天府,任意]",1,疾厄宫坐天府（《紫微斗数全书》疾厄宫论）
疾厄宫太阴,ziwei,1,1,condition,"宫含[疾厄宫,太阴,任意]",1,疾厄宫坐太阴（《紫微斗数全书》疾厄宫论）
疾厄宫贪狼,ziwei,1,1,condition,"宫含[疾厄宫,贪狼,任意]",1,疾厄宫坐贪狼（《紫微斗数全书》疾厄宫论）
疾厄宫巨门,ziwei,1,1,condition,"宫含[疾厄宫,巨门,任意]",1,疾厄宫坐巨门（《紫微斗数全书》疾厄宫论）
疾厄宫天相,ziwei,1,1,condition,"宫含[疾厄宫,天相,任意]",1,疾厄宫坐天相（《紫微斗数全书》疾厄宫论）
疾厄宫天梁,ziwei,1,1,condition,"宫含[疾厄宫,天梁,任意]",1,疾厄宫坐天梁（《紫微斗数全书》疾厄宫论）
疾厄宫七杀,ziwei,1,1,condition,"宫含[疾厄宫,七杀,任意]",1,疾厄宫坐七杀（《紫微斗数全书》疾厄宫论）
疾厄宫破军,ziwei,1,1,condition,"宫含[疾厄宫,破军,任意]",1,疾厄宫坐破军（《紫微斗数全书》疾厄宫论）
迁移宫紫微,ziwei,1,1,condition,"宫含[迁移宫,紫微,任意]",1,迁移宫坐紫微（《紫微斗数全书》迁移宫论）
迁移宫天机,ziwei,1,1,condition,"宫含[迁移宫,天机,任意]",1,迁移宫坐天机（《紫微斗数全书》迁移宫论）
迁移宫太阳,ziwei,1,1,condition,"宫含[迁移宫,太阳,任意]",1,迁移宫坐太阳（《紫微斗数全书》迁移宫论）
迁移宫武曲,ziwei,1,1,condition,"宫含[迁移宫,武曲,任意]",1,迁移宫坐武曲（《紫微斗数全书》迁移宫论）
迁移宫天同,ziwei,1,1,condition,"宫含[迁移宫,天同,任意]",1,迁移宫坐天同（《紫微斗数全书》迁移宫论）
迁移宫廉贞,ziwei,1,1,condition,"宫含[迁移宫,廉贞,任意]",1,迁移宫坐廉贞（《紫微斗数全书》迁移宫论）
迁移宫天府,ziwei,1,1,condition,"宫含[迁移宫,天府,任意]",1,迁移宫坐天府（《紫微斗数全书》迁移宫论）
迁移宫太阴,ziwei,1,1,condition,"宫含[迁移宫,太阴,任意]",1,迁移宫坐太阴（《紫微斗数全书》迁移宫论）
迁移宫贪狼,ziwei,1,1,condition,"宫含[迁移宫,贪狼,任意]",1,迁移宫坐贪狼（《紫微斗数全书》迁移宫论）
迁移宫巨门,ziwei,1,1,condition,"宫含[迁移宫,巨门,任意]",1,迁移宫坐巨门（《紫微斗数全书》迁移宫论）
迁移宫天相,ziwei,1,1,condition,"宫含[迁移宫,天相,任意]",1,迁移宫坐天相（《紫微斗数全书》迁移宫论）
迁移宫天梁,ziwei,1,1,condition,"宫含[迁移宫,天梁,任意]",1,迁移宫坐天梁（《紫微斗数全书》迁移宫论）
迁移宫七杀,ziwei,1,1,condition,"宫含[迁移宫,七杀,任意]",1,迁移宫坐七杀（《紫微斗数全书》迁移宫论）
迁移宫破军,ziwei,1,1,condition,"宫含[迁移宫,破军,任意]",1,迁移宫坐破军（《紫微斗数全书》迁移宫论）
兄弟宫紫微,ziwei,1,1,condition,"宫含[兄弟宫,紫微,任意]",1,兄弟宫坐紫微（《紫微斗数全书》兄弟宫论）
兄弟宫天机,ziwei,1,1,condition,"宫含[兄弟宫,天机,任意]",1,兄弟宫坐天机（《紫微斗数全书》兄弟宫论）
兄弟宫太阳,ziwei,1,1,condition,"宫含[兄弟宫,太阳,任意]",1,兄弟宫坐太阳（《紫微斗数全书》兄弟宫论）
兄弟宫武曲,ziwei,1,1,condition,"宫含[兄弟宫,武曲,任意]",1,兄弟宫坐武曲（《紫微斗数全书》兄弟宫论）
兄弟宫天同,ziwei,1,1,condition,"宫含[兄弟宫,天同,任意]",1,兄弟宫坐天同（《紫微斗数全书》兄弟宫论）
兄弟宫廉贞,ziwei,1,1,condition,"宫含[兄弟宫,廉贞,任意]",1,兄弟宫坐廉贞（《紫微斗数全书》兄弟宫论）
兄弟宫天府,ziwei,1,1,condition,"宫含[兄弟宫,天府,任意]",1,兄弟宫坐天府（《紫微斗数全书》兄弟宫论）
兄弟宫太阴,ziwei,1,1,condition,"宫含[兄弟宫,太阴,任意]",1,兄弟宫坐太阴（《紫微斗数全书》兄弟宫论）
兄弟宫贪狼,ziwei,1,1,condition,"宫含[兄弟宫,贪狼,任意]",1,兄弟宫坐贪狼（《紫微斗数全书》兄弟宫论）
兄弟宫巨门,ziwei,1,1,condition,"宫含[兄弟宫,巨门,任意]",1,兄弟宫坐巨门（《紫微斗数全书》兄弟宫论）
兄弟宫天相,ziwei,1,1,condition,"宫含[兄弟宫,天相,任意]",1,兄弟宫坐天相（《紫微斗数全书》兄弟宫论）
兄弟宫天梁,ziwei,1,1,condition,"宫含[兄弟宫,天梁,任意]",1,兄弟宫坐天梁（《紫微斗数全书》兄弟宫论）
兄弟宫七杀,ziwei,1,1,condition,"宫含[兄弟宫,七杀,任意]",1,兄弟宫坐七杀（《紫微斗数全书》兄弟宫论）
兄弟宫破军,ziwei,1,1,condition,"宫含[兄弟宫,破军,任意]",1,兄弟宫坐破军（《紫微斗数全书》兄弟宫论）
仆役宫紫微,ziwei,1,1,condition,"宫含[仆役宫,紫微,任意]",1,仆役宫坐紫微（《紫微斗数全书》仆役宫论）
仆役宫天机,ziwei,1,1,condition,"宫含[仆役宫,天机,任意]",1,仆役宫坐天机（《紫微斗数全书》仆役宫论）
仆役宫太阳,ziwei,1,1,condition,"宫含[仆役宫,太阳,任意]",1,仆役宫坐太阳（《紫微斗数全书》仆役宫论）
仆役宫武曲,ziwei,1,1,condition,"宫含[仆役宫,武曲,任意]",1,仆役宫坐武曲（《紫微斗数全书》仆役宫论）
仆役宫天同,ziwei,1,1,condition,"宫含[仆役宫,天同,任意]",1,仆役宫坐天同（《紫微斗数全书》仆役宫论）
仆役宫廉贞,ziwei,1,1,condition,"宫含[仆役宫,廉贞,任意]",1,仆役宫坐廉贞（《紫微斗数全书》仆役宫论）
仆役宫天府,ziwei,1,1,condition,"宫含[仆役宫,天府,任意]",1,仆役宫坐天府（《紫微斗数全书》仆役宫论）
仆役宫太阴,ziwei,1,1,condition,"宫含[仆役宫,太阴,任意]",1,仆役宫坐太阴（《紫微斗数全书》仆役宫论）
仆役宫贪狼,ziwei,1,1,condition,"宫含[仆役宫,贪狼,任意]",1,仆役宫坐贪狼（《紫微斗数全书》仆役宫论）
仆役宫巨门,ziwei,1,1,condition,"宫含[仆役宫,巨门,任意]",1,仆役宫坐巨门（《紫微斗数全书》仆役宫论）
仆役宫天相,ziwei,1,1,condition,"宫含[仆役宫,天相,任意]",1,仆役宫坐天相（《紫微斗数全书》仆役宫论）
仆役宫天梁,ziwei,1,1,condition,"宫含[仆役宫,天梁,任意]",1,仆役宫坐天梁（《紫微斗数全书》仆役宫论）
仆役宫七杀,ziwei,1,1,condition,"宫含[仆役宫,七杀,任意]",1,仆役宫坐七杀（《紫微斗数全书》仆役宫论）
仆役宫破军,ziwei,1,1,condition,"宫含[仆役宫,破军,任意]",1,仆役宫坐破军（《紫微斗数全书》仆役宫论）
父母宫紫微,ziwei,1,1,condition,"宫含[父母宫,紫微,任意]",1,父母宫坐紫微（《紫微斗数全书》父母宫论）
父母宫天机,ziwei,1,1,condition,"宫含[父母宫,天机,任意]",1,父母宫坐天机（《紫微斗数全书》父母宫论）
父母宫太阳,ziwei,1,1,condition,"宫含[父母宫,太阳,任意]",1,父母宫坐太阳（《紫微斗数全书》父母宫论）
父母宫武曲,ziwei,1,1,condition,"宫含[父母宫,武曲,任意]",1,父母宫坐武曲（《紫微斗数全书》父母宫论）
父母宫天同,ziwei,1,1,condition,"宫含[父母宫,天同,任意]",1,父母宫坐天同（《紫微斗数全书》父母宫论）
父母宫廉贞,ziwei,1,1,condition,"宫含[父母宫,廉贞,任意]",1,父母宫坐廉贞（《紫微斗数全书》父母宫论）
父母宫天府,ziwei,1,1,condition,"宫含[父母宫,天府,任意]",1,父母宫坐天府（《紫微斗数全书》父母宫论）
父母宫太阴,ziwei,1,1,condition,"宫含[父母宫,太阴,任意]",1,父母宫坐太阴（《紫微斗数全书》父母宫论）
父母宫贪狼,ziwei,1,1,condition,"宫含[父母宫,贪狼,任意]",1,父母宫坐贪狼（《紫微斗数全书》父母宫论）
父母宫巨门,ziwei,1,1,condition,"宫含[父母宫,巨门,任意]",1,父母宫坐巨门（《紫微斗数全书》父母宫论）
父母宫天相,ziwei,1,1,condition,"宫含[父母宫,天相,任意]",1,父母宫坐天相（《紫微斗数全书》父母宫论）
父母宫天梁,ziwei,1,1,condition,"宫含[父母宫,天梁,任意]",1,父母宫坐天梁（《紫微斗数全书》父母宫论）
父母宫七杀,ziwei,1,1,condition,"宫含[父母宫,七杀,任意]",1,父母宫坐七杀（《紫微斗数全书》父母宫论）
父母宫破军,ziwei,1,1,condition,"宫含[父母宫,破军,任意]",1,父母宫坐破军（《紫微斗数全书》父母宫论）
子女宫紫微,ziwei,1,1,condition,"宫含[子女宫,紫微,任意]",1,子女宫坐紫微（《紫微斗数全书》子女宫论）
子女宫天机,ziwei,1,1,condition,"宫含[子女宫,天机,任意]",1,子女宫坐天机（《紫微斗数全书》子女宫论）
子女宫太阳,ziwei,1,1,condition,"宫含[子女宫,太阳,任意]",1,子女宫坐太阳（《紫微斗数全书》子女宫论）
子女宫武曲,ziwei,1,1,condition,"宫含[子女宫,武曲,任意]",1,子女宫坐武曲（《紫微斗数全书》子女宫论）
子女宫天同,ziwei,1,1,condition,"宫含[子女宫,天同,任意]",1,子女宫坐天同（《紫微斗数全书》子女宫论）
子女宫廉贞,ziwei,1,1,condition,"宫含[子女宫,廉贞,任意]",1,子女宫坐廉贞（《紫微斗数全书》子女宫论）
子女宫天府,ziwei,1,1,condition,"宫含[子女宫,天府,任意]",1,子女宫坐天府（《紫微斗数全书》子女宫论）
子女宫太阴,ziwei,1,1,condition,"宫含[子女宫,太阴,任意]",1,子女宫坐太阴（《紫微斗数全书》子女宫论）
子女宫贪狼,ziwei,1,1,condition,"宫含[子女宫,贪狼,任意]",1,子女宫坐贪狼（《紫微斗数全书》子女宫论）
子女宫巨门,ziwei,1,1,condition,"宫含[子女宫,巨门,任意]",1,子女宫坐巨门（《紫微斗数全书》子女宫论）
子女宫天相,ziwei,1,1,condition,"宫含[子女宫,天相,任意]",1,子女宫坐天相（《紫微斗数全书》子女宫论）
子女宫天梁,ziwei,1,1,condition,"宫含[子女宫,天梁,任意]",1,子女宫坐天梁（《紫微斗数全书》子女宫论）
子女宫七杀,ziwei,1,1,condition,"宫含[子女宫,七杀,任意]",1,子女宫坐七杀（《紫微斗数全书》子女宫论）
子女宫破军,ziwei,1,1,condition,"宫含[子女宫,破军,任意]",1,子女宫坐破军（《紫微斗数全书》子女宫论）
田宅宫紫微,ziwei,1,1,condition,"宫含[田宅宫,紫微,任意]",1,田宅宫坐紫微（《紫微斗数全书》田宅宫论）
田宅宫天机,ziwei,1,1,condition,"宫含[田宅宫,天机,任意]",1,田宅宫坐天机（《紫微斗数全书》田宅宫论）
田宅宫太阳,ziwei,1,1,condition,"宫含[田宅宫,太阳,任意]",1,田宅宫坐太阳（《紫微斗数全书》田宅宫论）
田宅宫武曲,ziwei,1,1,condition,"宫含[田宅宫,武曲,任意]",1,田宅宫坐武曲（《紫微斗数全书》田宅宫论）
田宅宫天同,ziwei,1,1,condition,"宫含[田宅宫,天同,任意]",1,田宅宫坐天同（《紫微斗数全书》田宅宫论）
田宅宫廉贞,ziwei,1,1,condition,"宫含[田宅宫,廉贞,任意]",1,田宅宫坐廉贞（《紫微斗数全书》田宅宫论）
田宅宫天府,ziwei,1,1,condition,"宫含[田宅宫,天府,任意]",1,田宅宫坐天府（《紫微斗数全书》田宅宫论）
田宅宫太阴,ziwei,1,1,condition,"宫含[田宅宫,太阴,任意]",1,田宅宫坐太阴（《紫微斗数全书》田宅宫论）
田宅宫贪狼,ziwei,1,1,condition,"宫含[田宅宫,贪狼,任意]",1,田宅宫坐贪狼（《紫微斗数全书》田宅宫论）
田宅宫巨门,ziwei,1,1,condition,"宫含[田宅宫,巨门,任意]",1,田宅宫坐巨门（《紫微斗数全书》田宅宫论）
田宅宫天相,ziwei,1,1,condition,"宫含[田宅宫,天相,任意]",1,田宅宫坐天相（《紫微斗数全书》田宅宫论）
田宅宫天梁,ziwei,1,1,condition,"宫含[田宅宫,天梁,任意]",1,田宅宫坐天梁（《紫微斗数全书》田宅宫论）
田宅宫七杀,ziwei,1,1,condition,"宫含[田宅宫,七杀,任意]",1,田宅宫坐七杀（《紫微斗数全书》田宅宫论）
田宅宫破军,ziwei,1,1,condition,"宫含[田宅宫,破军,任意]",1,田宅宫坐破军（《紫微斗数全书》田宅宫论）
福德宫紫微,ziwei,1,1,condition,"宫含[福德宫,紫微,任意]",1,福德宫坐紫微（《紫微斗数全书》福德宫论）
福德宫天机,ziwei,1,1,condition,"宫含[福德宫,天机,任意]",1,福德宫坐天机（《紫微斗数全书》福德宫论）
福德宫太阳,ziwei,1,1,condition,"宫含[福德宫,太阳,任意]",1,福德宫坐太阳（《紫微斗数全书》福德宫论）
福德宫武曲,ziwei,1,1,condition,"宫含[福德宫,武曲,任意]",1,福德宫坐武曲（《紫微斗数全书》福德宫论）
福德宫天同,ziwei,1,1,condition,"宫含[福德宫,天同,任意]",1,福德宫坐天同（《紫微斗数全书》福德宫论）
福德宫廉贞,ziwei,1,1,condition,"宫含[福德宫,廉贞,任意]",1,福德宫坐廉贞（《紫微斗数全书》福德宫论）
福德宫天府,ziwei,1,1,condition,"宫含[福德宫,天府,任意]",1,福德宫坐天府（《紫微斗数全书》福德宫论）
福德宫太阴,ziwei,1,1,condition,"宫含[福德宫,太阴,任意]",1,福德宫坐太阴（《紫微斗数全书》福德宫论）
福德宫贪狼,ziwei,1,1,condition,"宫含[福德宫,贪狼,任意]",1,福德宫坐贪狼（《紫微斗数全书》福德宫论）
福德宫巨门,ziwei,1,1,condition,"宫含[福德宫,巨门,任意]",1,福德宫坐巨门（《紫微斗数全书》福德宫论）
福德宫天相,ziwei,1,1,condition,"宫含[福德宫,天相,任意]",1,福德宫坐天相（《紫微斗数全书》福德宫论）
福德宫天梁,ziwei,1,1,condition,"宫含[福德宫,天梁,任意]",1,福德宫坐天梁（《紫微斗数全书》福德宫论）
福德宫七杀,ziwei,1,1,condition,"宫含[福德宫,七杀,任意]",1,福德宫坐七杀（《紫微斗数全书》福德宫论）
福德宫破军,ziwei,1,1,condition,"宫含[福德宫,破军,任意]",1,福德宫坐破军（《紫微斗数全书》福德宫论）
府相朝垣,ziwei,1,1,condition,"含[patterns,府相朝垣]",1,天府天相朝拱命宫三方——富贵稳健（财帛稳重、有权有财）（《紫微斗数全书》格局篇）
机月同梁,ziwei,1,1,condition,"含[patterns,机月同梁]",1,天机太阴天同天梁汇聚命宫三方——公职文职（吏人格局）（《紫微斗数全书》格局篇）
辅弼拱主,ziwei,1,1,condition,"含[patterns,辅弼拱主]",1,左辅右弼拱命宫——贵人辅佐、得人助（《紫微斗数全书》格局篇）
金灿光辉,ziwei,1,1,condition,"含[patterns,金灿光辉]",1,太阳太阴并明（日月同明）——富贵显达（《紫微斗数全书》格局篇）
日月反背,ziwei,1,1,condition,"含[patterns,日月反背]",1,太阳太阴双双落陷（日月失辉）——劳碌奔波（努力而难显达）（《紫微斗数全书》格局篇）
杀印相生,bazi,1,1,factor_ref,七杀旺,1,七杀旺+印星旺——杀印相生，化杀为权（《子平真诠》杀印相生格）
杀印相生,bazi,1,2,factor_ref,印星旺,1,七杀旺+印星旺——杀印相生，化杀为权（《子平真诠》杀印相生格）
命宫左辅,ziwei,1,1,condition,"宫含[命宫,左辅,任意]",1,左辅坐命宫——贵人辅佐、得人助（《紫微斗数全书》辅星论）
命宫右弼,ziwei,1,1,condition,"宫含[命宫,右弼,任意]",1,右弼坐命宫——贵人辅佐、得人助（《紫微斗数全书》辅星论）
命宫文昌,ziwei,1,1,condition,"宫含[命宫,文昌,任意]",1,文昌坐命宫——才学聪明、文采（《紫微斗数全书》辅星论）
命宫文曲,ziwei,1,1,condition,"宫含[命宫,文曲,任意]",1,文曲坐命宫——才艺聪明、多才（《紫微斗数全书》辅星论）
命宫天魁,ziwei,1,1,condition,"宫含[命宫,天魁,任意]",1,天魁坐命宫——遇贵、逢凶化吉（《紫微斗数全书》辅星论）
命宫天钺,ziwei,1,1,condition,"宫含[命宫,天钺,任意]",1,天钺坐命宫——遇贵、逢凶化吉（《紫微斗数全书》辅星论）
命宫禄存,ziwei,1,1,condition,"宫含[命宫,禄存,任意]",1,禄存坐命宫——财禄、衣食丰足（《紫微斗数全书》辅星论）
命宫天马,ziwei,1,1,condition,"宫含[命宫,天马,任意]",1,天马坐命宫——好动、奔波（《紫微斗数全书》辅星论）
财帛宫禄存,ziwei,1,1,condition,"宫含[财帛宫,禄存,任意]",1,禄存坐财帛宫——财丰、财帛有积（《紫微斗数全书》辅星论）
迁移宫天马,ziwei,1,1,condition,"宫含[迁移宫,天马,任意]",1,天马坐迁移宫——外出奔波、迁移（《紫微斗数全书》辅星论）
天乙贵人,bazi,1,1,condition,"含[shen_sha,天乙贵人]",1,天乙贵人——遇难有救、贵人相助（《三命通会》天乙贵人为吉神第一）
文昌,bazi,1,1,condition,"含[shen_sha,文昌]",1,文昌——才学聪明、读书有利（《三命通会》文昌主才学）
将星,bazi,1,1,condition,"含[shen_sha,将星]",1,将星——权柄、统领之才（《三命通会》将星主权柄）
命宫化禄,ziwei,1,1,condition,"宫含[命宫,任意,化禄]",1,化禄入命宫——福气财禄、一生顺遂（《紫微斗数全书》四化论）
命宫化权,ziwei,1,1,condition,"宫含[命宫,任意,化权]",1,化权入命宫——自主权柄、掌权（《紫微斗数全书》四化论）
命宫化科,ziwei,1,1,condition,"宫含[命宫,任意,化科]",1,化科入命宫——名声才学、清贵（《紫微斗数全书》四化论）
财帛宫化禄,ziwei,1,1,condition,"宫含[财帛宫,任意,化禄]",1,化禄入财帛宫——财丰、进财（《紫微斗数全书》四化论）
官禄宫化权,ziwei,1,1,condition,"宫含[官禄宫,任意,化权]",1,化权入官禄宫——事业掌权、升迁（《紫微斗数全书》四化论）
官禄宫化科,ziwei,1,1,condition,"宫含[官禄宫,任意,化科]",1,化科入官禄宫——事业名声、清誉（《紫微斗数全书》四化论）
夫妻宫化禄,ziwei,1,1,condition,"宫含[夫妻宫,任意,化禄]",1,化禄入夫妻宫——姻缘吉、夫妻恩爱（《紫微斗数全书》四化论）
夫妻宫化科,ziwei,1,1,condition,"宫含[夫妻宫,任意,化科]",1,化科入夫妻宫——配偶有才名、姻缘清贵（《紫微斗数全书》四化论）
食神制杀,bazi,1,1,factor_ref,七杀旺,1,食神有力制七杀（《子平真诠》食神制杀），不混入伤官驾杀
食神制杀,bazi,1,2,factor_ref,食神旺,1,食神有力制七杀（《子平真诠》食神制杀），不混入伤官驾杀
财官双美,bazi,1,1,condition,现[正官],1,财旺生官——财官双美，富贵双全（《渊海子平》）
财官双美,bazi,1,2,factor_ref,财星旺,1,财旺生官——财官双美，富贵双全（《渊海子平》）
夫妻宫左辅,ziwei,1,1,condition,"宫含[夫妻宫,左辅,任意]",1,夫妻宫坐左辅（《紫微斗数全书》夫妻宫论）
夫妻宫右弼,ziwei,1,1,condition,"宫含[夫妻宫,右弼,任意]",1,夫妻宫坐右弼（《紫微斗数全书》夫妻宫论）
夫妻宫文昌,ziwei,1,1,condition,"宫含[夫妻宫,文昌,任意]",1,夫妻宫坐文昌（《紫微斗数全书》夫妻宫论）
夫妻宫文曲,ziwei,1,1,condition,"宫含[夫妻宫,文曲,任意]",1,夫妻宫坐文曲（《紫微斗数全书》夫妻宫论）
夫妻宫天魁,ziwei,1,1,condition,"宫含[夫妻宫,天魁,任意]",1,夫妻宫坐天魁（《紫微斗数全书》夫妻宫论）
夫妻宫天钺,ziwei,1,1,condition,"宫含[夫妻宫,天钺,任意]",1,夫妻宫坐天钺（《紫微斗数全书》夫妻宫论）
夫妻宫禄存,ziwei,1,1,condition,"宫含[夫妻宫,禄存,任意]",1,夫妻宫坐禄存（《紫微斗数全书》夫妻宫论）
夫妻宫天马,ziwei,1,1,condition,"宫含[夫妻宫,天马,任意]",1,夫妻宫坐天马（《紫微斗数全书》夫妻宫论）
田宅宫左辅,ziwei,1,1,condition,"宫含[田宅宫,左辅,任意]",1,田宅宫坐左辅（《紫微斗数全书》田宅宫论）
田宅宫右弼,ziwei,1,1,condition,"宫含[田宅宫,右弼,任意]",1,田宅宫坐右弼（《紫微斗数全书》田宅宫论）
田宅宫文昌,ziwei,1,1,condition,"宫含[田宅宫,文昌,任意]",1,田宅宫坐文昌（《紫微斗数全书》田宅宫论）
田宅宫文曲,ziwei,1,1,condition,"宫含[田宅宫,文曲,任意]",1,田宅宫坐文曲（《紫微斗数全书》田宅宫论）
田宅宫天魁,ziwei,1,1,condition,"宫含[田宅宫,天魁,任意]",1,田宅宫坐天魁（《紫微斗数全书》田宅宫论）
田宅宫天钺,ziwei,1,1,condition,"宫含[田宅宫,天钺,任意]",1,田宅宫坐天钺（《紫微斗数全书》田宅宫论）
田宅宫禄存,ziwei,1,1,condition,"宫含[田宅宫,禄存,任意]",1,田宅宫坐禄存（《紫微斗数全书》田宅宫论）
田宅宫天马,ziwei,1,1,condition,"宫含[田宅宫,天马,任意]",1,田宅宫坐天马（《紫微斗数全书》田宅宫论）
福德宫左辅,ziwei,1,1,condition,"宫含[福德宫,左辅,任意]",1,福德宫坐左辅（《紫微斗数全书》福德宫论）
福德宫右弼,ziwei,1,1,condition,"宫含[福德宫,右弼,任意]",1,福德宫坐右弼（《紫微斗数全书》福德宫论）
福德宫文昌,ziwei,1,1,condition,"宫含[福德宫,文昌,任意]",1,福德宫坐文昌（《紫微斗数全书》福德宫论）
福德宫文曲,ziwei,1,1,condition,"宫含[福德宫,文曲,任意]",1,福德宫坐文曲（《紫微斗数全书》福德宫论）
福德宫天魁,ziwei,1,1,condition,"宫含[福德宫,天魁,任意]",1,福德宫坐天魁（《紫微斗数全书》福德宫论）
福德宫天钺,ziwei,1,1,condition,"宫含[福德宫,天钺,任意]",1,福德宫坐天钺（《紫微斗数全书》福德宫论）
福德宫禄存,ziwei,1,1,condition,"宫含[福德宫,禄存,任意]",1,福德宫坐禄存（《紫微斗数全书》福德宫论）
福德宫天马,ziwei,1,1,condition,"宫含[福德宫,天马,任意]",1,福德宫坐天马（《紫微斗数全书》福德宫论）
父母宫左辅,ziwei,1,1,condition,"宫含[父母宫,左辅,任意]",1,父母宫坐左辅（《紫微斗数全书》父母宫论）
父母宫右弼,ziwei,1,1,condition,"宫含[父母宫,右弼,任意]",1,父母宫坐右弼（《紫微斗数全书》父母宫论）
父母宫文昌,ziwei,1,1,condition,"宫含[父母宫,文昌,任意]",1,父母宫坐文昌（《紫微斗数全书》父母宫论）
父母宫文曲,ziwei,1,1,condition,"宫含[父母宫,文曲,任意]",1,父母宫坐文曲（《紫微斗数全书》父母宫论）
父母宫天魁,ziwei,1,1,condition,"宫含[父母宫,天魁,任意]",1,父母宫坐天魁（《紫微斗数全书》父母宫论）
父母宫天钺,ziwei,1,1,condition,"宫含[父母宫,天钺,任意]",1,父母宫坐天钺（《紫微斗数全书》父母宫论）
父母宫禄存,ziwei,1,1,condition,"宫含[父母宫,禄存,任意]",1,父母宫坐禄存（《紫微斗数全书》父母宫论）
父母宫天马,ziwei,1,1,condition,"宫含[父母宫,天马,任意]",1,父母宫坐天马（《紫微斗数全书》父母宫论）
命宫文昌庙旺,ziwei,1,1,condition,"宫含[命宫,文昌,庙旺]",1,文昌庙旺坐命宫——文才显达、读书有成（《紫微斗数全书》辅星亮度论）
命宫文昌陷,ziwei,1,1,condition,"宫含[命宫,文昌,落陷]",1,文昌陷坐命宫——文书失误、才学受阻（《紫微斗数全书》辅星亮度论）
命宫文曲庙旺,ziwei,1,1,condition,"宫含[命宫,文曲,庙旺]",1,文曲庙旺坐命宫——才艺显达、聪慧（《紫微斗数全书》辅星亮度论）
命宫文曲陷,ziwei,1,1,condition,"宫含[命宫,文曲,落陷]",1,文曲陷坐命宫——才艺受阻、文书误（《紫微斗数全书》辅星亮度论）
禄马交驰,ziwei,1,1,condition,"含[patterns,禄马交驰]",1,禄存天马交驰——财动，富贵奔波（《紫微斗数全书》格局篇）
紫微朝垣,ziwei,1,1,condition,"含[patterns,紫微朝垣]",1,紫微坐命宫朝垣——帝星得位，尊贵（《紫微斗数全书》格局篇）
财荫夹印,ziwei,1,1,condition,"含[patterns,财荫夹印]",1,财星荫星夹印（天府天梁夹印）——财帛有荫庇（《紫微斗数全书》格局篇）
巨火羊,ziwei,1,1,condition,"含[patterns,巨火羊]",1,
刑忌夹印,ziwei,1,1,condition,"含[patterns,刑忌夹印]",1,
杀破狼,ziwei,1,1,condition,"含[patterns,杀破狼]",1,
日月并明,ziwei,1,1,condition,"含[patterns,日月并明]",1,
月朗天门,ziwei,1,1,condition,"含[patterns,月朗天门]",1,
火贪格,ziwei,1,1,condition,"含[patterns,火贪格]",1,
铃贪格,ziwei,1,1,condition,"含[patterns,铃贪格]",1,
阳梁昌禄,ziwei,1,1,condition,"含[patterns,阳梁昌禄]",1,
魁钺夹命,ziwei,1,1,condition,"含[patterns,魁钺夹命]",1,
左右夹命,ziwei,1,1,condition,"含[patterns,左右夹命]",1,
双禄朝垣,ziwei,1,1,condition,"含[patterns,双禄朝垣]",1,
擎羊入庙,ziwei,1,1,condition,"含[patterns,擎羊入庙]",1,
文星拱命,ziwei,1,1,condition,"含[patterns,文星拱命]",1,
日丽中天,ziwei,1,1,condition,"含[patterns,日丽中天]",1,
巨日同宫,ziwei,1,1,condition,"含[patterns,巨日同宫]",1,
巨机同宫,ziwei,1,1,condition,"含[patterns,巨机同宫]",1,
廉杀同宫,ziwei,1,1,condition,"含[patterns,廉杀同宫]",1,
雄宿乾元,ziwei,1,1,condition,"含[patterns,雄宿乾元]",1,
天德,bazi,1,1,condition,"含[shen_sha,天德]",1,
月德,bazi,1,1,condition,"含[shen_sha,月德]",1,
红鸾,bazi,1,1,condition,"含[shen_sha,红鸾]",1,
天喜,bazi,1,1,condition,"含[shen_sha,天喜]",1,
血刃,bazi,1,1,condition,"含[shen_sha,血刃]",1,
元辰,bazi,1,1,condition,"含[shen_sha,元辰]",1,
天赦,bazi,1,1,condition,"含[shen_sha,天赦]",1,
天干五合甲己,bazi,1,1,direct,"关系[gan_he,甲己]",,
天干五合乙庚,bazi,1,1,direct,"关系[gan_he,乙庚]",,
天干五合丙辛,bazi,1,1,direct,"关系[gan_he,丙辛]",,
天干五合丁壬,bazi,1,1,direct,"关系[gan_he,丁壬]",,
天干五合戊癸,bazi,1,1,direct,"关系[gan_he,戊癸]",,
地支六合子丑,bazi,1,1,direct,"关系[zhi_liu_he,子丑]",,
地支六合寅亥,bazi,1,1,direct,"关系[zhi_liu_he,寅亥]",,
地支六合卯戌,bazi,1,1,direct,"关系[zhi_liu_he,卯戌]",,
地支六合辰酉,bazi,1,1,direct,"关系[zhi_liu_he,辰酉]",,
地支六合巳申,bazi,1,1,direct,"关系[zhi_liu_he,巳申]",,
